emp_no,first_name,last_name,title,to_date
103019,Jungsoon,Wissmann,Staff,1/1/9999
103024,Patricio,Jakobus,Senior Engineer,1/1/9999
103039,Premsyl,Camarinopoulos,Staff,4/9/2000
103040,Kamran,Lorie,Senior Engineer,1/1/9999
103042,Berthier,Masand,Senior Staff,1/1/9999
103044,Idoia,Baik,Staff,2/20/1993
103058,Yongqiao,Zumaque,Senior Engineer,1/1/9999
103059,Hatem,Mondadori,Technique Leader,1/1/9999
103061,Karlis,Delaune,Senior Engineer,1/1/9999
103076,Thodoros,Stiles,Senior Staff,1/1/9999
103088,Nitsan,Bresenham,Engineer,2/16/1996
103092,Mabry,Falby,Senior Engineer,1/1/9999
103107,Bikash,Georgatos,Senior Staff,1/1/9999
103128,Alenka,Crabtree,Senior Engineer,1/1/9999
103129,Jianhua,Munoz,Senior Engineer,1/1/9999
103130,Kiyokazu,Sundgren,Senior Engineer,1/1/9999
103156,Yahiko,Schiper,Senior Staff,1/1/9999
103159,Greger,Chandrasekhar,Senior Engineer,1/1/9999
103164,Valeska,Chiola,Senior Staff,1/1/9999
103176,Khue,Pelc,Senior Staff,1/1/9999
103178,Tetsurou,Argence,Senior Engineer,1/1/9999
103184,Yongdong,Garnham,Engineer,1/1/9999
103198,Alois,Yeung,Senior Engineer,1/1/9999
103219,Guenter,Muchinsky,Senior Engineer,1/1/9999
103223,Jongsuk,Papadias,Senior Engineer,1/1/9999
103224,Zeljko,Seghrouchni,Senior Engineer,1/1/9999
103235,Kazuhito,Acton,Senior Engineer,1/1/9999
103245,Sajjad,Cusworth,Senior Engineer,1/1/9999
103252,Domenick,Baca,Technique Leader,1/1/9999
103255,Felicidad,Chinal,Senior Engineer,7/20/1999
103258,Nathan,Baaz,Senior Staff,1/1/9999
103259,Remzi,Brattka,Senior Staff,1/1/9999
103270,Moty,Openshaw,Senior Staff,1/1/9999
103271,Trygve,Bamford,Senior Engineer,1/1/9999
103276,Takahito,Bernardinello,Senior Staff,12/9/2001
103284,Guiseppe,Hofting,Senior Engineer,1/1/9999
103294,Basant,Lodder,Senior Staff,1/1/9999
103296,Remzi,Siochi,Senior Staff,1/1/9999
103332,Zhanqiu,Guerreiro,Senior Engineer,1/1/9999
103338,Munir,Wilharm,Senior Staff,1/1/9999
103344,Sanjeeva,Whittlesey,Senior Engineer,1/1/9999
103349,Chiranjit,Saoudi,Senior Engineer,1/1/9999
103350,George,Kranzdorf,Engineer,1/1/9999
103351,Stein,Junot,Senior Engineer,1/1/9999
103358,Takushi,Legleitner,Senior Staff,1/1/9999
103366,Alain,Suermann,Engineer,1/6/1999
103367,Supot,Isaac,Senior Engineer,1/1/9999
103375,Khue,Fioravanti,Senior Staff,1/1/9999
103398,Nikolaos,Schreiter,Staff,1/1/9999
103415,Heng,Cronin,Senior Staff,1/1/9999
103419,Marjo,Pettit,Senior Engineer,1/1/9999
103424,Geoffrey,Knightly,Assistant Engineer,1/1/9999
103426,Shigeaki,Koshiba,Senior Engineer,1/1/9999
103427,Licheng,Dalton,Senior Engineer,1/1/9999
103435,Sverrir,Ghazalie,Senior Engineer,1/1/9999
103460,Rajmohan,Duclos,Senior Staff,1/1/9999
103467,Kwangyoen,Glinert,Senior Staff,1/1/9999
103469,Christoper,Kalafatis,Staff,12/16/2001
103480,Isaac,Eickenmeyer,Engineer,2/19/2001
103484,Niclas,Velardi,Senior Engineer,1/1/9999
103488,Moheb,Conde,Senior Engineer,1/1/9999
103490,Claudi,Kropatsch,Senior Engineer,1/1/9999
103506,Marsal,Detkin,Staff,1/6/1991
103522,Narain,Jenevein,Engineer,5/30/1992
103523,Visit,Servieres,Senior Engineer,1/1/9999
103529,Duke,Uhrik,Senior Engineer,1/1/9999
103537,Adit,Grospietsch,Senior Staff,1/1/9999
103538,Mountaz,Ushiama,Senior Engineer,1/1/9999
103540,Heejo,Senzako,Staff,8/13/1999
103558,Adel,Unni,Senior Staff,1/1/9999
103563,Fan,Msuda,Senior Engineer,1/1/9999
103566,Fumino,Pouyioutas,Senior Engineer,1/1/9999
103567,Eberhardt,Perl,Senior Engineer,1/1/9999
103568,Peternela,Camarinopoulos,Technique Leader,1/1/9999
103569,Rayond,Rodier,Senior Engineer,1/1/9999
103573,Mani,Erman,Senior Staff,1/1/9999
103575,Ugo,Verhaegen,Senior Staff,1/1/9999
103576,Suzette,Picci,Staff,1/1/9999
103583,Arno,Gulla,Senior Staff,1/1/9999
103585,Juichirou,Dusink,Senior Staff,1/1/9999
103586,Kwee,Veevers,Engineer,1/1/9999
103589,Ipke,Fujisaki,Senior Engineer,1/1/9999
103591,Moni,Vakili,Senior Staff,1/1/9999
103595,Zhensheng,Hutton,Senior Staff,1/1/9999
103605,Alagu,Fraisse,Technique Leader,1/1/9999
103607,Yannis,Roccetti,Senior Staff,1/1/9999
103621,Yuqun,Vidya,Staff,1/1/9999
103625,Ottavia,Kambil,Senior Engineer,9/4/1997
103635,Dayanand,Ebeling,Senior Engineer,9/7/2001
103640,Valeska,Yetto,Senior Staff,1/1/9999
103641,Aamer,Loncour,Engineer,1/1/9999
103644,Harjit,Erdi,Technique Leader,1/1/9999
103653,Shridhar,Glowinski,Senior Engineer,11/20/2000
103659,Remco,Feldmann,Senior Engineer,1/1/9999
103661,Chinya,Rettelbach,Senior Engineer,1/1/9999
103663,Bezalel,Edelhoff,Engineer,1/1/9999
103665,Tomoyuki,Monarch,Senior Engineer,1/1/9999
103668,Remmert,Mitchem,Senior Engineer,1/1/9999
103670,Bernice,Siepmann,Senior Staff,1/1/9999
103681,Toney,Rosiles,Senior Staff,1/1/9999
103682,Samphel,Shrader,Senior Engineer,1/1/9999
103713,Hironoby,Anido,Senior Engineer,12/19/1997
103717,Kwangjo,Zhang,Staff,1/1/9999
103723,Noritoshi,Geffroy,Senior Staff,1/1/9999
103730,Quingbo,Roison,Senior Engineer,10/6/2000
103731,Leandro,Cyre,Engineer,1/1/9999
103733,Paraskevi,Ravishankar,Senior Engineer,1/1/9999
103753,Faiza,Fortenbacher,Senior Staff,1/1/9999
103754,Ebru,Nicolson,Senior Engineer,1/1/9999
103759,Rance,Rajaraman,Staff,1/1/9999
103761,Kiyomitsu,Schahn,Senior Staff,4/15/1997
103766,Ronghao,Monkewich,Engineer,1/1/9999
103772,Vidar,Pollacia,Senior Staff,1/1/9999
103776,Franziska,Ashish,Senior Staff,1/1/9999
103782,Sigeru,Baez,Senior Staff,1/1/9999
103810,Gift,Falco,Engineer,1/21/1999
103835,Masasuke,Cyre,Senior Engineer,1/1/9999
103842,Stevo,Luef,Staff,1/1/9999
103849,Luerbio,Bennet,Senior Engineer,1/1/9999
103855,Christophe,Peres,Technique Leader,1/1/9999
103860,Augustine,Mundy,Engineer,11/2/1987
103862,Christophe,Koblitz,Senior Engineer,1/1/9999
103865,Eishiro,Pews,Senior Engineer,1/1/9999
103869,Shaunak,Pollock,Senior Staff,1/1/9999
103876,Mohammad,Suppi,Senior Engineer,1/1/9999
103878,Uta,Brandsma,Staff,1/1/9999
103892,Ohad,Bouloucos,Senior Engineer,1/1/9999
103897,Vivian,Munos,Senior Engineer,1/1/9999
103898,Saeed,Rosin,Senior Staff,1/1/9999
103913,Shahid,Yurov,Senior Engineer,1/1/9999
103918,Seshu,Jenevein,Technique Leader,1/1/9999
103926,Jiafu,Camarinopoulos,Senior Staff,1/1/9999
103936,Chikako,Bolsens,Senior Engineer,1/1/9999
103938,Toshimi,Frolund,Senior Engineer,1/1/9999
103939,Ugo,Begiun,Senior Engineer,1/1/9999
103947,Xinglin,Businaro,Engineer,12/26/1999
103951,Eben,Luders,Senior Engineer,1/1/9999
103960,Fusako,Brobst,Senior Staff,1/1/9999
103961,Gurbir,Suermann,Staff,12/21/1992
103965,Sverrir,Baba,Senior Staff,10/16/2000
103971,Gritta,Journel,Senior Staff,1/1/9999
103973,Claudi,Wolniewicz,Staff,12/30/1987
103987,Aimee,Uhrik,Senior Engineer,1/1/9999
103988,Mary,Griswold,Senior Staff,1/1/9999
104005,Ibibia,Molenkamp,Senior Engineer,1/1/9999
104011,Masanao,Journel,Staff,1/1/9999
104014,Honglan,Krohn,Senior Engineer,1/1/9999
104021,Yonghoan,Mondadori,Senior Engineer,1/1/9999
104029,Alper,Pagter,Staff,1/1/9999
104035,Sivanarayana,Chandrasekhar,Senior Staff,1/1/9999
104038,Kwun,Fujisaki,Engineer,2/20/1994
104047,Girolamo,Zweizig,Engineer,1/1/9999
104049,Danny,Heijenga,Technique Leader,5/6/1995
104054,Uinam,Rothe,Senior Engineer,1/1/9999
104060,Moriyoshi,Baca,Technique Leader,1/1/9999
104073,Vitali,Peral,Senior Staff,1/1/9999
104091,Shrikanth,Mawatari,Senior Staff,1/1/9999
104092,Abdelaziz,Vitiello,Assistant Engineer,1/1/9999
104093,Cristinel,Streng,Senior Staff,1/1/9999
104094,Manohar,Emiris,Engineer,4/24/1999
104111,Malu,Krohm,Assistant Engineer,7/5/1992
104114,Dzung,Bala,Technique Leader,9/5/1998
104122,Georg,Schreiter,Senior Engineer,1/1/9999
104130,Kazuhira,Rodiger,Senior Engineer,1/1/9999
104135,Yaghout,Servi,Staff,1/1/9999
104143,Gino,Morton,Senior Engineer,1/1/9999
104144,Gilbert,Staelin,Engineer,1/1/9999
104145,Mang,Selvestrel,Senior Engineer,1/1/9999
104153,Almudena,Chaudhury,Senior Staff,1/1/9999
104154,Udi,Hedayat,Engineer,4/5/1991
104157,Marco,Pusterhofer,Senior Engineer,10/26/2000
104160,Kotesh,Kamber,Technique Leader,1/1/9999
104163,Yishay,Ambroszkiewicz,Senior Staff,1/1/9999
104174,Ramzi,Shiratori,Senior Staff,7/17/1998
104184,Roselyn,Ventosa,Senior Engineer,1/1/9999
104196,Dulce,Norsworthy,Senior Staff,1/1/9999
104199,Lalit,Kalafatis,Senior Staff,8/23/1999
104203,Shigenori,Gyorkos,Staff,1/1/9999
104210,Ziyad,Schaaf,Technique Leader,1/1/9999
104212,Bedrich,Driscoll,Senior Staff,1/1/9999
104222,Gretta,Wursthorn,Senior Engineer,1/1/9999
104223,Mantis,Waymire,Senior Staff,1/1/9999
104233,Cordelia,Kolvik,Engineer,1/1/9999
104254,Tuval,Lichtner,Senior Engineer,1/1/9999
104266,Kiyokazu,Antonakopoulos,Engineer,1/1/9999
104294,Siddarth,Flowers,Senior Engineer,1/1/9999
104312,Suzette,Hettesheimer,Senior Staff,1/1/9999
104313,Makato,Thisen,Senior Engineer,1/1/9999
104315,Georgi,Woycyznski,Senior Staff,1/1/9999
104316,Kristian,Demeyer,Senior Engineer,1/1/9999
104328,Luerbio,Setlzner,Technique Leader,1/1/9999
104336,Shigeu,Lagarias,Senior Engineer,1/1/9999
104337,Niteen,Schwabacher,Staff,4/22/1990
104352,Xiaoheng,Samarati,Senior Staff,1/1/9999
104361,Zhongwei,Msuda,Senior Engineer,1/1/9999
104363,Mansur,Xiaoshan,Senior Staff,1/1/9999
104366,Yaghout,Erman,Technique Leader,1/1/9999
104369,Elliott,Fandrianto,Senior Staff,1/1/9999
104376,Shahab,Rajaraman,Engineer,9/5/1989
104391,Serge,Lichtman,Senior Staff,1/14/1998
104399,Dipankar,Schnelling,Senior Engineer,1/1/9999
104402,Gonzalo,Molenaar,Staff,1/1/9999
104404,Yoshinari,Usery,Senior Staff,1/1/9999
104411,Zengping,Desikan,Senior Staff,1/1/9999
104426,Hyuckchul,Kusalik,Staff,8/30/1995
104431,Xuedong,Kenevan,Senior Staff,1/1/9999
104452,Paloma,Lorin,Senior Engineer,1/1/9999
104462,Tomofumi,Randt,Senior Staff,1/1/9999
104467,Anoosh,Panwar,Senior Engineer,1/1/9999
104478,Shrikanth,Goodrum,Technique Leader,1/1/9999
104480,Arif,Randt,Senior Staff,1/1/9999
104482,Nikolaos,Navazio,Engineer,4/4/1996
104498,Suvo,Cools,Engineer,11/10/1987
104503,Poornachandra,Kalefeld,Senior Engineer,1/1/9999
104504,Waiman,Kilgore,Senior Engineer,1/1/9999
104508,Wilmer,Thummel,Senior Engineer,1/1/9999
104510,Willard,Eppinger,Senior Staff,1/1/9999
104517,Kazuhide,Demri,Senior Staff,1/1/9999
104520,Vishv,Neimat,Senior Staff,1/1/9999
104523,Leandro,Gyimothy,Engineer,11/29/1998
104536,Shooichi,Ernst,Senior Staff,1/1/9999
104537,Sadun,Schnelling,Technique Leader,1/1/9999
104549,Chaoyi,Sabnani,Assistant Engineer,1/1/9999
104553,Moon,Comte,Staff,5/26/1999
104557,Turgut,Kushnir,Technique Leader,1/1/9999
104577,Kellyn,Ibel,Senior Staff,1/1/9999
104592,Gift,Chinin,Senior Staff,1/1/9999
104593,Arno,Maksimenko,Senior Engineer,1/1/9999
104610,Fusako,Peak,Senior Staff,1/1/9999
104625,Odoardo,Vendrig,Senior Engineer,1/1/9999
104626,Patricio,Zaiane,Senior Staff,1/1/9999
104637,Basant,dAstous,Senior Staff,1/1/9999
104640,Chaosheng,Conia,Engineer,1/1/9999
104642,Maren,Lichtner,Engineer,7/25/1991
104644,Yuguang,Lieblein,Senior Engineer,1/1/9999
104656,Margo,Walston,Senior Staff,3/31/1998
104658,Mrinalini,Ratnakar,Assistant Engineer,1/1/9999
104661,Dinah,Perin,Staff,11/25/1988
104667,Armond,Hiltgen,Technique Leader,4/22/2000
104670,Tzvetan,Cappelletti,Senior Engineer,1/1/9999
104677,Kwee,Spataro,Senior Staff,6/6/1999
104682,Toshimori,Speek,Senior Staff,1/1/9999
104696,Lansing,Aseltine,Senior Staff,1/1/9999
104710,Munenori,Trogemann,Senior Staff,1/1/9999
104711,Herb,Vural,Senior Engineer,1/1/9999
104718,Lorien,Brandsma,Senior Engineer,1/1/9999
104736,Shuky,Birke,Senior Engineer,1/1/9999
104745,Hongzhu,Lichtner,Engineer,1/1/9999
104748,Xianlong,Bennet,Senior Staff,1/1/9999
104753,Along,Zongker,Technique Leader,1/1/9999
104755,Tetsurou,Zschoche,Senior Engineer,1/1/9999
104760,Gian,Gulla,Technique Leader,1/1/9999
104765,Giordano,Samarati,Staff,3/22/1999
104767,Venkatesan,Hinsberger,Senior Staff,1/1/9999
104772,Yannik,VanScheik,Staff,1/1/9999
104779,Sergi,Hartvigsen,Senior Engineer,1/1/9999
104783,Lech,Mullainathan,Senior Staff,1/1/9999
104785,Przemyslawa,Porotnikoff,Senior Staff,1/1/9999
104796,Moriyoshi,Koblitz,Senior Staff,3/17/1995
104801,Fatemeh,Hardjono,Senior Staff,1/1/9999
104805,Shuky,Figueira,Senior Engineer,3/26/1999
104812,Hideo,Fujisawa,Staff,6/12/1988
104818,Terresa,Setlzner,Senior Engineer,5/26/2001
104819,Rildo,Granlund,Senior Staff,1/1/9999
104852,Theirry,Munawer,Senior Engineer,1/1/9999
104858,Jiong,Isaak,Staff,4/14/1989
104866,Anestis,Gelosh,Senior Staff,1/1/9999
104870,Nectarios,Peltason,Senior Staff,1/1/9999
104875,Francesca,Schrooten,Senior Engineer,1/1/9999
104876,Adamantios,Zucker,Senior Engineer,4/5/2002
104877,Arif,DasSarma,Senior Staff,1/1/9999
104882,Gererd,Asrin,Technique Leader,1/1/9999
104894,Phule,Schaft,Senior Staff,1/1/9999
104897,Marl,Merks,Engineer,1/1/9999
104911,Sanjai,Kruskal,Senior Staff,1/1/9999
104921,Kellie,Chandrasekhar,Senior Engineer,1/1/9999
104929,Radhia,Oppitz,Senior Staff,1/1/9999
104931,Kristin,Delaune,Staff,1/1/9999
104939,Armond,Masamoto,Senior Engineer,1/1/9999
104940,Tze,Ciolek,Senior Staff,5/24/1997
104941,Yonghong,Schaap,Senior Engineer,1/1/9999
104945,Gro,Polupanov,Senior Engineer,1/1/9999
104977,Shounak,Yetim,Engineer,1/1/9999
104993,Takahiro,Sluis,Senior Staff,1/1/9999
105002,Jingling,Millington,Senior Staff,1/1/9999
105003,Xiaocheng,Taubman,Senior Engineer,12/18/1999
105033,Takahira,Quadeer,Engineer,1/1/9999
105040,Vojin,Erbe,Senior Engineer,1/1/9999
105053,Gian,Vernadat,Senior Staff,1/1/9999
105060,Manu,Rosin,Senior Staff,1/1/9999
105072,Gennadi,Atchley,Engineer,1/1/9999
105073,Miyeon,Pietracaprina,Staff,5/15/1996
105075,Kiyotoshi,Keohane,Senior Engineer,1/1/9999
105077,Khue,Clemencon,Senior Staff,5/17/1990
105081,Yechezkel,Gyorkos,Senior Engineer,1/1/9999
105085,Mamdouh,Bach,Senior Staff,1/1/9999
105093,Lalit,Fontet,Senior Staff,1/1/9999
105095,Steen,Leppanen,Senior Engineer,1/1/9999
105100,Boguslaw,Fabrizio,Engineer,1/1/9999
105103,Elvis,Zambonelli,Senior Engineer,1/1/9999
105120,Dannz,Litzler,Senior Engineer,1/1/9999
105123,Bernd,Schwaller,Senior Staff,1/1/9999
105125,Fumiko,Lamma,Technique Leader,6/12/1988
105131,Sandeepan,Sidou,Senior Engineer,1/1/9999
105138,Siddarth,Peroz,Senior Staff,1/31/1994
105143,Tse,Dulli,Senior Engineer,1/1/9999
105145,Susanta,Birch,Engineer,11/10/1998
105146,Martins,Katzenelson,Senior Staff,1/1/9999
105152,Mikhail,Cesareni,Senior Staff,1/1/9999
105154,Lenore,Montemayor,Staff,7/10/1997
105162,Heon,Alencar,Senior Staff,1/1/9999
105167,Lillian,Comyn,Senior Staff,1/1/9999
105180,Jouni,Broder,Senior Staff,8/10/2001
105184,Mabo,Luck,Senior Staff,1/1/9999
105202,Susumu,Jording,Senior Staff,1/1/9999
105204,Ennio,Schaad,Senior Staff,1/1/9999
105208,Moon,Grospietsch,Senior Engineer,1/1/9999
105222,Gaetan,Weiland,Senior Engineer,1/1/9999
105223,Jiakeng,Manders,Senior Engineer,1/1/9999
105224,Bernd,Schrift,Engineer,5/3/2001
105226,Murthy,Menyhert,Staff,1/1/9999
105234,Frederique,Navazio,Senior Engineer,1/1/9999
105239,Bartek,Perl,Senior Staff,1/1/9999
105241,Arra,Ulupinar,Senior Engineer,1/1/9999
105247,Zdislav,Sigstam,Senior Staff,11/22/1997
105259,Mohamadou,Wiegley,Engineer,1/1/9999
105261,Domenick,Rullman,Senior Engineer,1/1/9999
105264,Chrisa,Simkin,Senior Staff,1/1/9999
105278,Hisao,Gyimothy,Senior Staff,1/1/9999
105291,Nagui,Goldhammer,Senior Staff,1/1/9999
105296,Conor,Peha,Staff,1/1/9999
105304,Nikolaus,Steinauer,Senior Engineer,1/1/9999
105311,Mohammad,Conry,Staff,1/1/9999
105313,Richara,McFarlin,Senior Staff,1/1/9999
105319,Tru,Rebaine,Senior Staff,1/1/9999
105326,Almudena,Comte,Engineer,1/1/9999
105328,Alain,Hoppenstand,Technique Leader,1/1/9999
105329,Shakhar,Speer,Staff,10/30/2000
105346,Pradeep,Gluchowski,Senior Engineer,1/1/9999
105357,Martien,Billawala,Senior Engineer,1/1/9999
105365,Iara,Backhouse,Senior Engineer,1/1/9999
105370,Macha,Kakkar,Engineer,2/12/1995
105385,Maris,Harnett,Staff,11/11/2000
105388,Sarita,Lorch,Senior Engineer,1/1/9999
105391,Vidya,Peac,Engineer,1/1/9999
105396,Sajjan,Strehl,Senior Staff,1/1/9999
105401,Babette,Anguita,Engineer,1/1/9999
105406,Hongzhu,Viele,Senior Staff,1/1/9999
105408,Adit,Gihr,Senior Engineer,1/1/9999
105410,Foong,Morton,Senior Engineer,1/1/9999
105417,Rajmohan,Matzel,Senior Engineer,1/1/9999
105421,Sadun,Schrooten,Senior Staff,1/1/9999
105425,Minghong,Peir,Senior Staff,1/1/9999
105430,Hairong,Pusterhofer,Staff,5/10/2001
105441,Abdelghani,Haldar,Senior Staff,1/1/9999
105449,Renny,Eastman,Senior Staff,8/20/1996
105466,Shih,Servi,Senior Staff,1/1/9999
105485,Magy,Danner,Technique Leader,1/1/9999
105489,Jasminko,Sadowski,Senior Staff,1/1/9999
105498,Shuzo,Kohling,Senior Engineer,1/1/9999
105515,Mototsugu,Kandlur,Senior Engineer,1/1/9999
105521,Toshiko,Hofman,Senior Staff,1/1/9999
105532,Christophe,Sluis,Senior Engineer,1/1/9999
105533,Zijian,Falby,Senior Engineer,1/1/9999
105541,Otmar,Gils,Technique Leader,1/1/9999
105543,TRUE,Fabrizio,Senior Engineer,1/1/9999
105544,Feiyu,Mitsuhashi,Senior Engineer,1/1/9999
105546,Dhritiman,Coombs,Senior Engineer,1/1/9999
105560,Dmitri,Zeleznik,Senior Engineer,1/1/9999
105561,Mariangiola,Baja,Senior Engineer,1/1/9999
105564,Jaihie,Parhami,Senior Engineer,1/1/9999
105572,Vivian,Haldar,Senior Staff,1/1/9999
105581,Rasikan,Hanabata,Senior Engineer,1/1/9999
105587,Kwun,Demri,Senior Engineer,1/1/9999
105593,Kankanahalli,Liesche,Senior Staff,1/1/9999
105595,Gino,Hmelo,Senior Staff,1/1/9999
105601,Shridhar,Skafidas,Senior Staff,1/1/9999
105603,Masoud,Sommer,Senior Staff,1/1/9999
105618,Kazunori,Bugaenko,Staff,1/1/9999
105633,Dmitry,Androutsos,Engineer,1/1/9999
105634,Szabolcs,Mullainathan,Staff,1/1/9999
105637,Remko,Tagansky,Senior Engineer,1/1/9999
105654,Rafols,Vieri,Senior Engineer,7/27/1998
105662,Jinpo,Hoogerwoord,Senior Staff,1/1/9999
105665,Tonia,Falco,Senior Staff,1/1/9999
105670,Arumugam,Rijsenbrij,Engineer,1/1/9999
105674,Lalit,Kropatsch,Senior Engineer,1/1/9999
105681,Pranav,Mikschl,Senior Engineer,1/1/9999
105682,Kerhong,Juneja,Senior Staff,1/1/9999
105683,Sachar,Beeson,Senior Staff,8/30/2000
105697,Chaosheng,Eldridge,Senior Staff,8/25/1996
105701,Marsja,Danley,Technique Leader,5/18/2001
105704,Serif,Gajiwala,Senior Staff,6/2/1996
105705,Ghassan,Mellouli,Engineer,1/1/9999
105712,Danel,Kobuchi,Senior Staff,11/27/2000
105716,Ipke,Milicia,Senior Engineer,1/1/9999
105717,Aloke,Reinhard,Engineer,2/3/1994
105722,Maik,Riefers,Staff,1/1/9999
105726,Jagoda,Randt,Senior Staff,1/1/9999
105738,Qiwen,Jenevein,Senior Staff,1/1/9999
105739,Zine,Journel,Senior Engineer,1/1/9999
105748,Ortrud,Kugler,Staff,1/22/1998
105756,Jianwen,Sundgren,Senior Staff,8/26/1996
105766,Boutros,Callaway,Senior Staff,1/1/9999
105770,Yannik,Laventhal,Staff,11/24/2001
105775,Abdelaziz,Fontan,Senior Staff,7/6/1997
105776,Lokesh,Chinen,Senior Engineer,1/1/9999
105781,Billur,Rousseau,Senior Staff,1/1/9999
105786,Ymte,Goodrum,Senior Engineer,1/1/9999
105789,Qingxiang,Fordan,Senior Staff,1/1/9999
105800,Golgen,Baig,Senior Staff,1/1/9999
105809,Remko,Frolund,Senior Engineer,1/1/9999
105810,Subhankar,Shihab,Senior Engineer,1/1/9999
105815,Jianhao,Schaaf,Staff,6/16/1988
105817,Mihalis,Junot,Senior Engineer,1/1/9999
105839,Ziyad,Rosca,Senior Engineer,1/1/9999
105841,Jessie,Spelt,Staff,11/15/2000
105852,Filipe,Beetstra,Senior Staff,1/1/9999
105860,Heeju,Juneja,Senior Engineer,1/1/9999
105862,Masato,Jarecki,Senior Engineer,3/30/1996
105876,Eldridge,Junet,Senior Engineer,1/1/9999
105878,Dhritiman,Malabarba,Senior Engineer,1/1/9999
105884,Arvind,Esposito,Senior Engineer,1/1/9999
105886,Stafford,Mitchem,Senior Staff,1/1/9999
105889,Constantino,Blokdijk,Senior Staff,1/1/9999
105899,Youpyo,Anandan,Staff,3/3/2002
105910,Guozhong,Zaccaria,Engineer,1/1/9999
105915,Marsal,Pearson,Senior Engineer,1/1/9999
105921,Willard,Gubsky,Senior Staff,1/1/9999
105926,Shahid,Mansanne,Senior Staff,1/1/9999
105934,Gor,Langford,Senior Staff,1/1/9999
105935,Danai,Koshiba,Senior Staff,1/1/9999
105965,Djelloul,Kolvik,Staff,1/1/9999
105981,Bedir,Tyugu,Senior Engineer,1/1/9999
105987,Vojin,Geffroy,Senior Staff,1/1/9999
105988,Hirochika,Swick,Senior Staff,11/17/2000
105991,Ronnie,Raczkowsky,Senior Engineer,1/1/9999
105998,Herb,Sanella,Senior Engineer,1/1/9999
106003,Przemyslawa,Kemmerer,Technique Leader,1/1/9999
106007,Trygve,Ligten,Technique Leader,1/1/9999
106011,Youpyo,Takanami,Senior Staff,1/1/9999
106016,Mahmut,McClurg,Engineer,12/20/1993
106031,Hein,Peron,Senior Engineer,1/1/9999
106036,Radoslaw,Puppe,Senior Staff,6/30/1994
106040,Atreye,Terekhov,Senior Staff,1/1/9999
106042,Jiann,Calkin,Technique Leader,1/1/9999
106044,Adamantios,Jeong,Senior Staff,7/13/1991
106048,Urs,Schlumberger,Senior Engineer,1/1/9999
106049,Tran,Zhang,Senior Staff,1/1/9999
106063,Florian,Baaz,Senior Staff,1/1/9999
106083,Jacopo,Panangaden,Engineer,1/1/9999
106091,Mark,Nittel,Senior Staff,1/1/9999
106095,Zengping,Staelin,Senior Staff,1/1/9999
106107,Hidde,Undy,Senior Engineer,1/1/9999
106109,Demos,Baaleh,Engineer,4/24/1989
106113,Shigenori,Gill,Senior Engineer,1/1/9999
106121,Moni,Tiemann,Technique Leader,1/1/9999
106132,Yinlin,Schapiro,Senior Engineer,1/1/9999
106133,Guadalupe,Heijenga,Senior Staff,1/1/9999
106143,Kristina,Pashtan,Staff,3/17/1989
106161,Rafael,Baba,Senior Engineer,1/1/9999
106163,Moto,Marwedel,Senior Engineer,1/1/9999
106166,Sahrah,Lukaszewicz,Engineer,1/1/9999
106177,Zongyan,DuCasse,Senior Engineer,1/1/9999
106186,Gonzalo,Sewelson,Senior Staff,1/1/9999
106187,Kazuyasu,Rassart,Senior Staff,1/1/9999
106190,Rosalyn,Kobuchi,Senior Staff,1/1/9999
106192,Alejandra,Calkin,Senior Engineer,1/1/9999
106197,Geraldo,Ciolek,Engineer,1/1/9999
106198,Ayakannu,Uhrig,Senior Staff,1/1/9999
106200,Lenore,Sooriamurthi,Staff,10/12/1989
106206,Behnaam,Schlenzig,Senior Engineer,1/1/9999
106212,Kristof,Pluym,Senior Engineer,1/1/9999
106214,Valdiodio,Demir,Senior Engineer,1/1/9999
106222,Shim,Uludag,Senior Engineer,1/1/9999
106233,Sanjai,Bhattacharjee,Senior Engineer,9/25/1996
106240,Shen,Ramras,Engineer,1/1/9999
106254,Gian,Lowrie,Senior Staff,1/1/9999
106255,Luigi,Furedi,Senior Staff,1/1/9999
